トークン	品詞
と称して	['助詞', '動詞', '助詞']
とされており	['助詞', '動詞', '動詞', '助詞', '動詞']
に隣接し	['助詞', '名詞', '動詞']
を破って	['助詞', '動詞', '助詞']
英語の	['名詞', '助詞']
の方針	['助詞', '名詞']
に持ち	['助詞', '動詞']
将軍の	['名詞', '助詞']
問題は	['名詞', '助詞']
ていたという	['助詞', '動詞', '助動詞', '助詞']
写真を	['名詞', '助詞']
緑の	['名詞', '助詞']
を寄せ	['助詞', '動詞']
を得ている	['助詞', '動詞', '助詞', '動詞']
スイスの	['名詞', '助詞']
男は	['名詞', '助詞']
年までの	['名詞', '助詞', '助詞']
位置に	['名詞', '助詞']
の中心部	['助詞', '名詞', '名詞']
件の	['名詞', '助詞']
に移住	['助詞', '名詞']
これには	['名詞', '助詞', '助詞']
間を	['名詞', '助詞']
を結んだ	['助詞', '動詞', '助動詞']
に建てられた	['助詞', '動詞', '動詞', '助動詞']
国家の	['名詞', '助詞']
を模した	['助詞', '名詞', '動詞', '助動詞']
の発行	['助詞', '名詞']
に成功し	['助詞', '名詞', '動詞']
川に	['名詞', '助詞']
年に設立された	['名詞', '助詞', '名詞', '動詞', '動詞', '助動詞']
能力を	['名詞', '助詞']
門の	['名詞', '助詞']
を導入した	['助詞', '名詞', '動詞', '助動詞']
ことが発表された	['名詞', '助詞', '名詞', '動詞', '動詞', '助動詞']
人目の	['名詞', '助詞']
とされるが	['助詞', '動詞', '動詞', '助詞']
首を	['名詞', '助詞']
に於いて	['助詞', '動詞', '助詞']
の規模	['助詞', '名詞']
ことが判明した	['名詞', '助詞', '名詞', '動詞', '助動詞']
妻は	['名詞', '助詞']
号を	['名詞', '助詞']
に発生した	['助詞', '名詞', '動詞', '助動詞']
と伝えられる	['助詞', '動詞', '動詞']
山に	['名詞', '助詞']
モデルは	['名詞', '助詞']
全体に	['名詞', '助詞']
にともない	['助詞', '動詞']
を送った	['助詞', '動詞', '助動詞']
を断念	['助詞', '名詞']
を実施し	['助詞', '名詞', '動詞']
の実施	['助詞', '名詞']
投票で	['名詞', '助詞']
も多数	['助詞', '名詞']
の指示	['助詞', '名詞']
西部の	['名詞', '助詞']
を積極的に	['助詞', '名詞', '名詞', '助詞']
モデルの	['名詞', '助詞']
に変化	['助詞', '名詞']
に属した	['助詞', '動詞', '助動詞']
を入れる	['助詞', '動詞']
外の	['名詞', '助詞']
契約を	['名詞', '助詞']
月に行われた	['名詞', '助詞', '動詞', '動詞', '助動詞']
に移る	['助詞', '動詞']
全体を	['名詞', '助詞']
量を	['名詞', '助詞']
に行われる	['助詞', '動詞', '動詞']
を建設し	['助詞', '名詞', '動詞']
の軍勢	['助詞', '名詞']
を開く	['助詞', '動詞']
号が	['名詞', '助詞']
を思い	['助詞', '動詞']
関係を	['名詞', '助詞']
で行われ	['助詞', '動詞', '動詞']
を担当していた	['助詞', '名詞', '動詞', '助詞', '動詞', '助動詞']
の名称で	['助詞', '名詞', '助詞']
と戦う	['助詞', '動詞']
手段として	['名詞', '助詞']
を通って	['助詞', '動詞', '助詞']
を超えて	['助詞', '動詞', '助詞']
を差し	['助詞', '動詞']
に加わり	['助詞', '動詞']
のトップ	['助詞', '名詞']
マンの	['名詞', '助詞']
家族の	['名詞', '助詞']
街の	['名詞', '助詞']
らによって	['名詞', '助詞']
を想定し	['助詞', '名詞', '動詞']
の判断	['助詞', '名詞']
デザインは	['名詞', '助詞']
が入った	['助詞', '動詞', '助動詞']
水が	['名詞', '助詞']
を教え	['助詞', '動詞']
の精神	['助詞', '名詞']
ほかに	['名詞', '助詞']
最後は	['名詞', '助詞']
の改善	['助詞', '名詞']
を拒否した	['助詞', '名詞', '動詞', '助動詞']
ズと	['名詞', '助詞']
を記録する	['助詞', '名詞', '動詞']
都市の	['名詞', '助詞']
を勝ち	['助詞', '動詞']
選挙では	['名詞', '助詞', '助詞']
を持っており	['助詞', '動詞', '助詞', '動詞']
位を記録した	['名詞', '助詞', '名詞', '動詞', '助動詞']
位と	['名詞', '助詞']
を飾る	['助詞', '動詞']
を避け	['助詞', '動詞']
に留学	['助詞', '名詞']
計画を	['名詞', '助詞']
に襲われ	['助詞', '動詞', '動詞']
に滞在し	['助詞', '名詞', '動詞']
年に日本	['名詞', '助詞', '名詞']
と考えられ	['助詞', '動詞', '動詞']
にならない	['助詞', '動詞', '助動詞']
に入門	['助詞', '名詞']
女優の	['名詞', '助詞']
てきたが	['助詞', '動詞', '助動詞', '助詞']
の起源	['助詞', '名詞']
など多くの	['助詞', '名詞', '助詞']
を試みた	['助詞', '動詞', '助動詞']
月末に	['名詞', '助詞']
兄弟の	['名詞', '助詞']
てゆく	['助詞', '動詞']
銀行の	['名詞', '助詞']
歳のときに	['名詞', '助詞', '名詞', '助詞']
表面に	['名詞', '助詞']
と違い	['助詞', '動詞']
の有無	['助詞', '名詞']
位を獲得した	['名詞', '助詞', '名詞', '動詞', '助動詞']
病院で	['名詞', '助詞']
を演じる	['助詞', '動詞']
のいずれか	['助詞', '名詞', '助詞']
英語で	['名詞', '助詞']
の採用	['助詞', '名詞']
的にも	['名詞', '助詞', '助詞']
番組として	['名詞', '助詞']
にかかる	['助詞', '動詞']
を選んだ	['助詞', '動詞', '助動詞']
に大	['助詞', '名詞']
を見つけ	['助詞', '動詞']
と推定される	['助詞', '名詞', '動詞', '動詞']
はるかに	['名詞', '助詞']
を実施する	['助詞', '名詞', '動詞']
の地名	['助詞', '名詞']
装置は	['名詞', '助詞']
ができた	['助詞', '動詞', '助動詞']
今も	['名詞', '助詞']
イギリスでは	['名詞', '助詞', '助詞']
駅が	['名詞', '助詞']
の間では	['助詞', '名詞', '助詞', '助詞']
条の	['名詞', '助詞']
を訪ね	['助詞', '動詞']
性は	['名詞', '助詞']
に関する法律	['助詞', '名詞']
を建設した	['助詞', '名詞', '動詞', '助動詞']
試合に登板し	['名詞', '助詞', '名詞', '動詞']
に使用された	['助詞', '名詞', '動詞', '動詞', '助動詞']
をしており	['助詞', '動詞', '助詞', '動詞']
例がある	['名詞', '助詞', '動詞']
に住んでいた	['助詞', '動詞', '助詞', '動詞', '助動詞']
へ進学	['助詞', '名詞']
の影響を受け	['助詞', '名詞', '助詞', '動詞']
に関連する	['助詞', '名詞', '動詞']
上部に	['名詞', '助詞']
を開発し	['助詞', '名詞', '動詞']
人の子供	['名詞', '助詞', '名詞']
拠点として	['名詞', '助詞']
内容が	['名詞', '助詞']
ことが判明	['名詞', '助詞', '名詞']
政権の	['名詞', '助詞']
を収録	['助詞', '名詞']
はずの	['名詞', '助詞']
を増やし	['助詞', '動詞']
の会員	['助詞', '名詞']
分野の	['名詞', '助詞']
一部は	['名詞', '助詞']
に出演する	['助詞', '名詞', '動詞']
施設は	['名詞', '助詞']
に組み込まれ	['助詞', '動詞', '動詞']
会社は	['名詞', '助詞']
発の	['名詞', '助詞']
すと	['名詞', '助詞']
の廃止	['助詞', '名詞']
の主な	['助詞', '名詞', '助動詞']
の葉	['助詞', '名詞']
男の	['名詞', '助詞']
の為	['助詞', '名詞']
の確保	['助詞', '名詞']
の末に	['助詞', '名詞', '助詞']
を完全に	['助詞', '名詞', '助詞']
周辺に	['名詞', '助詞']
の治世	['助詞', '名詞']
の指揮下	['助詞', '名詞', '名詞']
で学んだ	['助詞', '動詞', '助動詞']
に変更され	['助詞', '名詞', '動詞', '動詞']
音が	['名詞', '助詞']
の反乱	['助詞', '名詞']
の後任として	['助詞', '名詞', '助詞']
をやめ	['助詞', '動詞']
の目的	['助詞', '名詞']
郊外の	['名詞', '助詞']
が置かれ	['助詞', '動詞', '動詞']
表記は	['名詞', '助詞']
教会は	['名詞', '助詞']
に出た	['助詞', '動詞', '助動詞']
が開かれ	['助詞', '動詞', '動詞']
を占め	['助詞', '動詞']
を借り	['助詞', '動詞']
湖の	['名詞', '助詞']
社から	['名詞', '助詞']
を結成した	['助詞', '名詞', '動詞', '助動詞']
を廃止し	['助詞', '名詞', '動詞']
となっていたが	['助詞', '動詞', '助詞', '動詞', '助動詞', '助詞']
が知られている	['助詞', '動詞', '動詞', '助詞', '動詞']
を指導	['助詞', '名詞']
ロワ	['名詞', '助詞']
の西側	['助詞', '名詞']
の責任	['助詞', '名詞']
誰か	['名詞', '助詞']
を行っており	['助詞', '動詞', '助詞', '動詞']
の子会社	['助詞', '名詞']
を前に	['助詞', '名詞', '助詞']
攻撃を	['名詞', '助詞']
母親は	['名詞', '助詞']
をいう	['助詞', '動詞']
に出場する	['助詞', '名詞', '動詞']
の名前が	['助詞', '名詞', '助詞']
語は	['名詞', '助詞']
同一の	['名詞', '助詞']
ように見える	['名詞', '助詞', '動詞']
を繰り返す	['助詞', '動詞']
そこには	['名詞', '助詞', '助詞']
うえで	['名詞', '助詞']
に住み	['助詞', '動詞']
に輝いた	['助詞', '動詞', '助動詞']
に覆われ	['助詞', '動詞', '動詞']
号と	['名詞', '助詞']
小学校の	['名詞', '助詞']
本人の	['名詞', '助詞']
を拠点に	['助詞', '名詞', '助詞']
として参加	['助詞', '名詞']
線を有する地上駅	['名詞', '助詞', '動詞', '名詞', '名詞']
前には	['名詞', '助詞', '助詞']
を探す	['助詞', '動詞']
に反対し	['助詞', '名詞', '動詞']
に行われた	['助詞', '動詞', '動詞', '助動詞']
の低下	['助詞', '名詞']
本人が	['名詞', '助詞']
限りで	['名詞', '助詞']
を出産	['助詞', '名詞']
に進出した	['助詞', '名詞', '動詞', '助動詞']
盛んに	['名詞', '助詞']
の絵	['助詞', '名詞']
監督は	['名詞', '助詞']
派は	['名詞', '助詞']
についた	['助詞', '動詞', '助動詞']
階の	['名詞', '助詞']
に合わせ	['助詞', '動詞']
の重要性	['助詞', '名詞', '名詞']
の東側	['助詞', '名詞']
の形成	['助詞', '名詞']
の訓練	['助詞', '名詞']
父親が	['名詞', '助詞']
に関する研究	['助詞', '名詞']
試合の出場	['名詞', '助詞', '名詞']
顔を	['名詞', '助詞']
に至って	['助詞', '動詞', '助詞']
の持つ	['助詞', '動詞']
も行われた	['助詞', '動詞', '動詞', '助動詞']
場合でも	['名詞', '助詞', '助詞']
に送り	['助詞', '動詞']
の性質	['助詞', '名詞']
ようになっていた	['名詞', '助詞', '動詞', '助詞', '動詞', '助動詞']
の歌詞	['助詞', '名詞']
を楽しむ	['助詞', '動詞']
として扱われ	['助詞', '動詞', '動詞']
時まで	['名詞', '助詞']
を行うため	['助詞', '動詞', '名詞']
に従う	['助詞', '動詞']
程度で	['名詞', '助詞']
の完成	['助詞', '名詞']
になってしまう	['助詞', '動詞', '助詞', '動詞']
以下に	['名詞', '助詞']
予選で	['名詞', '助詞']
区から	['名詞', '助詞']
と並ぶ	['助詞', '動詞']
の編集	['助詞', '名詞']
が使われている	['助詞', '動詞', '動詞', '助詞', '動詞']
役で出演	['名詞', '助詞', '名詞']
が作られた	['助詞', '動詞', '動詞', '助動詞']
者も	['名詞', '助詞']
の仲間	['助詞', '名詞']
を付けた	['助詞', '動詞', '助動詞']
紙の	['名詞', '助詞']
日に発売された	['名詞', '助詞', '名詞', '動詞', '動詞', '助動詞']
を退団	['助詞', '名詞']
患者の	['名詞', '助詞']
という意味で	['助詞', '名詞', '助詞']
議会の	['名詞', '助詞']
理由から	['名詞', '助詞']
の対立	['助詞', '名詞']
試合に出場して打率	['名詞', '助詞', '名詞', '動詞', '助詞', '名詞']
を望む	['助詞', '動詞']
てきている	['助詞', '動詞', '助詞', '動詞']
を終了した	['助詞', '名詞', '動詞', '助動詞']
を所有し	['助詞', '名詞', '動詞']
最新の	['名詞', '助詞']
を考慮し	['助詞', '名詞', '動詞']
に代わる	['助詞', '動詞']
中世の	['名詞', '助詞']
東部の	['名詞', '助詞']
と評した	['助詞', '動詞', '助動詞']
色が	['名詞', '助詞']
大半が	['名詞', '助詞']
の形態	['助詞', '名詞']
ものとなった	['名詞', '助詞', '動詞', '助動詞']
の自宅	['助詞', '名詞']
役を	['名詞', '助詞']
が必要な	['助詞', '名詞', '助動詞']
劇場で	['名詞', '助詞']
が作られ	['助詞', '動詞', '動詞']
も同様の	['助詞', '名詞', '助詞']
影響を与えた	['名詞', '助詞', '動詞', '助動詞']
が起きる	['助詞', '動詞']
として使用された	['助詞', '名詞', '動詞', '動詞', '助動詞']
の維持	['助詞', '名詞']
市場で	['名詞', '助詞']
は当時の	['助詞', '名詞', '助詞']
一族の	['名詞', '助詞']
の発表	['助詞', '名詞']
を脱	['助詞', '名詞']
秋の	['名詞', '助詞']
内容の	['名詞', '助詞']
の提案	['助詞', '名詞']
に参加している	['助詞', '名詞', '動詞', '助詞', '動詞']
を引き継いだ	['助詞', '動詞', '助動詞']
となったのは	['助詞', '動詞', '助動詞', '名詞', '助詞']
まで続いた	['助詞', '動詞', '助動詞']
事は	['名詞', '助詞']
を伸ばし	['助詞', '動詞']
を破壊し	['助詞', '名詞', '動詞']
フは	['名詞', '助詞']
土地を	['名詞', '助詞']
ことなどから	['名詞', '助詞', '助詞']
を立ち上げ	['助詞', '動詞', '名詞']
生の	['名詞', '助詞']
に尽力した	['助詞', '名詞', '動詞', '助動詞']
北に	['名詞', '助詞']
を高める	['助詞', '動詞']
初期に	['名詞', '助詞']
が見られ	['助詞', '動詞', '動詞']
に立った	['助詞', '動詞', '助動詞']
に分け	['助詞', '動詞']
を有していた	['助詞', '動詞', '助詞', '動詞', '助動詞']
京都の	['名詞', '助詞']
のに対して	['名詞', '助詞']
があったこと	['助詞', '動詞', '助動詞', '名詞']
土地の	['名詞', '助詞']
を取り上げ	['助詞', '動詞']
を通過し	['助詞', '名詞', '動詞']
から始まる	['助詞', '動詞']
艦隊の	['名詞', '助詞']
勢力を	['名詞', '助詞']
となること	['助詞', '動詞', '名詞']
も増え	['助詞', '動詞']
を高め	['助詞', '名詞']
を参照のこと	['助詞', '名詞', '助詞', '名詞']
に移動	['助詞', '名詞']
を作成し	['助詞', '名詞', '動詞']
ことを示す	['名詞', '助詞', '動詞']
を倒し	['助詞', '動詞']
として知られ	['助詞', '動詞', '動詞']
に統合され	['助詞', '名詞', '動詞', '動詞']
を入れ	['助詞', '動詞']
方面から	['名詞', '助詞']
の形で	['助詞', '名詞', '助詞']
その間に	['名詞', '助詞']
を卒業した	['助詞', '名詞', '動詞', '助動詞']
に入隊	['助詞', '名詞']
家で	['名詞', '助詞']
に悩まされ	['助詞', '動詞', '動詞']
のうちの	['助詞', '名詞', '助詞']
車両が	['名詞', '助詞']
位となる	['名詞', '助詞', '動詞']
固有の	['名詞', '助詞']
を辞任	['助詞', '名詞']
の一人である	['助詞', '名詞', '名詞', '助動詞', '助動詞']
行為を	['名詞', '助詞']
は自分の	['助詞', '名詞', '助詞']
